,A305720,A091180,A228800,A161510,A150460,A228810,A139220,A117680,A174350,A244670,A322150,A337120,A147970,A243880,A153130,A148070,A332620,A182490,A292770,A123310,A292340,A166400,A271050,A132030,A138910,A316300,A352560,A250780,A295020,A217780,A225030,A373530,A280940
2022-08-19,20165,18073,4025,10760,7014,7115,2724,7748,10869,8237,12013.0,11615.0,21963,36380,103655,110248,94030.0,12035,51535,5265,7730,11839,4645,11735,6520,13200.0,13433.0,4915,52180,7845,3775,10885.0,7320
2022-08-22,19940,17960,3965,10689,6930,6990,2714,7646,10802,8144,11850.0,11531.0,21944,34725,103655,109922,93900.0,11965,51615,5335,7615,11688,4675,11650,6600,13325.0,13317.0,5025,52375,7760,3825,10955.0,7345
2022-08-23,19640,17799,3915,10604,6751,6796,2689,7573,10703,8037,11747.0,11428.0,22110,33640,103650,109764,92870.0,11865,51690,5405,7430,11539,4575,11590,6545,12990.0,13079.0,5120,52415,7795,3910,11135.0,7395
2022-08-24,20020,17711,4079,10684,6821,6875,2754,7651,10784,8095,11811.0,11443.0,22256,33675,103630,109175,92540.0,11880,51730,5375,7460,11578,4425,11655,6595,13115.0,12947.0,5040,52755,7950,3905,11125.0,7355
2022-08-25,20180,18063,4134,10760,6920,7055,2793,7772,10807,8168,11919.0,11575.0,22383,34045,103625,107820,91705.0,11905,52020,5315,7610,11654,4350,11750,6595,13045.0,13089.0,4920,53390,7980,3860,11030.0,7335
2022-08-26,20005,18136,4084,10760,6895,7015,2813,7836,10779,8242,11964.0,11610.0,22422,34500,103545,107568,91870.0,11960,51980,5315,7695,11730,4425,11745,6660,13065.0,13193.0,4995,53470,7975,3845,10870.0,7305
2022-08-29,19700,17687,4025,10614,6746,6746,2774,7821,10627,8071,11673.0,11360.0,22125,32800,103585,106910,92595.0,11860,52350,5445,7315,11458,4430,11500,6440,13060.0,12676.0,5170,53850,7995,4000,11120.0,7455
2022-08-30,19850,18302,4129,10698,6880,6915,2793,7948,10713,8168,11801.0,11418.0,22334,33050,103560,106970,92605.0,11865,52320,5380,7380,11575,4270,11575,6455,13045.0,12775.0,5005,53850,8005,3985,11045.0,7425
2022-08-31,20005,18395,4189,10703,6935,7050,2784,8187,10775,8212,11914.0,11610.0,22334,34570,103590,106450,92485.0,11800,52440,5345,7580,11560,4460,11495,6465,12800.0,12699.0,4945,54040,8040,4020,11045.0,7455
2022-09-01,19341,18215,4089,10510,6821,6796,2689,7885,10589,8052,11629.0,11482.0,21856,32700,103610,106154,91365.0,11670,52510,5465,7250,11405,4630,11370,6230,12890.0,12412.0,5095,54340,8035,4105,11180.0,7530
2022-09-02,19451,18410,4079,10515,6811,6845,2694,7719,10570,8047,11579.0,11286.0,21978,32330,103605,106633,90890.0,11670,52430,5495,7180,11328,4675,11350,6105,12970.0,12464.0,5085,54030,8070,4065,11335.0,7560
2022-09-05,19316,18610,4040,10590,6756,6801,2714,7811,10570,8061,11555.0,11296.0,22081,31810,103630,107281,91325.0,11695,52265,5505,7170,11337,4635,11410,6165,13060.0,12382.0,5195,53765,8080,4090,11385.0,7520
2022-09-06,19376,18786,4069,10567,6816,6801,2709,7880,10594,8091,11589.0,11315.0,22218,31775,103660,106945,91595.0,11650,52320,5495,7120,11341,4635,11465,6245,13165.0,12469.0,5165,53880,7990,4090,11340.0,7475
2022-09-07,19451,18869,3995,10393,6706,6706,2694,7743,10451,7998,11417.0,11183.0,21910,30645,103690,106628,91495.0,11645,52345,5585,6940,11165,4800,11325,6160,13215.0,12506.0,5240,54070,7935,4135,11500.0,7635
2022-09-08,19810,18948,4015,10402,6726,6746,2675,7704,10470,8027,11451.0,11183.0,21734,31375,103700,107687,91495.0,11725,52235,5565,6940,11174,4955,11480,6225,13315.0,12852.0,5100,53720,7905,4025,11420.0,7485
2022-09-13,20454,18796,4139,10642,6940,6885,2749,8016,10656,8188,11796.0,11463.0,21915,34385,103680,107603,91495.0,11905,52180,5385,7190,11458,4640,11500,6475,13390.0,13000.0,4965,53685,7765,3900,11045.0,7495
2022-09-14,20574,18615,4069,10492,6796,6681,2704,7846,10489,8086,11555.0,11340.0,21651,33375,103735,107528,91560.0,11760,52155,5495,7055,11303,4690,11350,6390,13225.0,12501.0,5135,53665,7820,4080,11370.0,7550
2022-09-15,20584,18307,4099,10492,6826,6626,2744,7889,10465,8086,11510.0,11311.0,21773,32720,103735,106337,91305.0,11700,52395,5525,7060,11238,4620,11255,6370,13310.0,12412.0,5165,54300,7930,4075,11400.0,7620
2022-09-16,20020,18337,4089,10426,6816,6676,2680,7753,10461,7993,11357.0,11208.0,21320,31750,103750,106401,91880.0,11650,52365,5575,6950,11157,4765,11070,6260,13310.0,12080.0,5245,54140,8080,4160,11520.0,7750
2022-09-19,19705,18258,4064,10398,6741,6516,2650,7475,10446,7896,11259.0,11208.0,21154,31705,103755,106233,91200.0,11645,52390,5605,6935,11121,4805,11100,6315,13315.0,12070.0,5340,54330,8145,4175,11695.0,7720
2022-09-20,19965,18342,4209,10529,6855,6591,2709,7597,10589,7979,11274.0,11139.0,21559,31975,103765,106084,91200.0,11630,52405,5590,6975,11162,4750,11155,6350,13485.0,12186.0,5300,54390,8165,4120,11570.0,7715
2022-09-21,19925,18127,4199,10501,6821,6591,2699,7587,10537,7969,11150.0,11070.0,21471,31215,103765,105407,90920.0,11650,52585,5640,6890,11062,4740,11175,6300,13355.0,11883.0,5360,54720,8220,4165,11690.0,7740
2022-09-22,20220,17882,4164,10496,6741,6421,2689,7504,10527,7901,11027.0,11036.0,21583,30570,103730,104596,92095.0,11630,52765,5700,6740,10945,4855,11060,6215,13110.0,11657.0,5390,55075,8235,4255,11895.0,7735
2022-09-23,19251,17472,3980,10510,6577,6201,2635,7485,10465,7745,10800.0,10933.0,21198,29205,103640,103562,91020.0,11550,52945,5775,6680,10815,4880,11160,6190,13085.0,11543.0,5540,55650,8235,4295,11980.0,7675
2022-09-26,18327,16831,3810,10224,6329,5882,2457,7051,10266,7413,10505.0,10482.0,20413,28120,103620,102029,91490.0,11470,53455,5915,6360,10546,5220,10915,5900,13030.0,11306.0,5775,56470,8250,4400,12330.0,7885
2022-09-27,18297,16959,3925,10116,6478,5977,2511,7090,10243,7399,10470.0,10482.0,20378,27780,103630,102801,91610.0,11475,53165,5910,6285,10574,5190,10900,5965,12560.0,11222.0,5670,56005,8190,4335,12355.0,7885
2022-09-28,17558,16445,3830,9942,6334,5637,2412,6861,10109,7238,10204.0,10178.0,19813,26090,103630,102440,88980.0,11335,53125,6050,6065,10335,5215,10800,5845,12410.0,10906.0,5870,56075,8255,4435,12555.0,8000
2022-09-29,17303,16524,3731,9961,6284,5757,2382,6851,10147,7389,10204.0,10320.0,19973,25925,103695,102662,88730.0,11480,53205,6045,6210,10369,4975,10945,5995,12450.0,11078.0,5810,56205,8275,4365,12595.0,7890
2022-09-30,16954,16035,3726,9862,6170,5812,2372,6807,10047,7253,10155.0,10227.0,19890,25765,103735,103612,88765.0,11430,53060,6085,6005,10273,4975,11100,6140,12140.0,10794.0,5875,55610,8270,4410,12640.0,7775
2022-10-04,17548,16323,3766,10059,6284,5962,2442,7061,10190,7409,10450.0,10482.0,20485,27385,103750,104388,89710.0,11530,52710,5930,6315,10527,4810,11350,6220,12405.0,11161.0,5635,55130,8225,4325,12420.0,7580
2022-10-05,17628,16123,3686,10102,6200,5757,2417,7109,10190,7331,10455.0,10482.0,20456,28185,103775,104101,89310.0,11555,52845,5925,6315,10542,4675,11485,6350,12660.0,11313.0,5775,55505,8035,4265,11985.0,7505
2022-10-06,18282,16279,3751,10092,6269,5842,2452,7221,10185,7462,10593.0,10580.0,20563,29110,103810,103711,88725.0,11580,52900,5865,6460,10642,4610,11470,6420,12460.0,11176.0,5590,55590,8095,4240,11965.0,7495
2022-10-07,18427,16142,3781,10177,6200,5682,2457,7143,10247,7438,10554.0,10580.0,20534,29090,103845,102855,88230.0,11650,53035,5885,6405,10597,4565,11395,6130,12315.0,10765.0,5715,56055,8225,4320,12220.0,7575
2022-10-11,18572,15483,3571,10003,5931,5388,2397,7090,10071,7228,10298.0,10408.0,20086,28345,103830,102158,88635.0,11605,53190,6015,6045,10335,4435,11110,6140,12340.0,10305.0,5930,56465,8490,4465,12620.0,7770
2022-10-12,18617,15370,3611,10064,5912,5462,2437,7153,10100,7282,10421.0,10423.0,20207,29305,103840,103701,86970.0,11505,52835,5970,6220,10458,4510,11135,6155,12195.0,10531.0,5855,55640,8460,4440,12735.0,7750
2022-10-13,18427,15214,3507,10012,5763,5298,2372,7109,10000,7160,10278.0,10281.0,19734,28835,103860,102746,86465.0,11500,52985,6070,6075,10320,4630,11100,6125,12095.0,10391.0,5980,56215,8450,4505,12820.0,7770
2022-10-14,18761,15448,3586,10229,5976,5627,2457,7275,10176,7379,10490.0,10467.0,20349,29700,103860,103053,86700.0,11500,52905,5910,6210,10502,4500,11120,6265,12065.0,10660.0,5720,56015,8255,4350,12665.0,7765
2022-10-17,19316,15463,3576,10229,5951,5577,2427,7319,10262,7384,10519.0,10501.0,20349,29915,103885,103038,86030.0,11415,52975,5910,6195,10507,4645,10990,6125,11780.0,10396.0,5745,55975,8305,4445,12855.0,7865
2022-10-18,19441,15883,3666,10370,6080,5712,2541,7378,10418,7487,10662.0,10639.0,20788,30155,103880,102469,85620.0,11550,52995,5830,6220,10597,4645,11015,6140,12060.0,10848.0,5590,56355,8350,4295,12580.0,7805
2022-10-19,19860,16006,3626,10398,6006,5647,2516,7387,10389,7516,10598.0,10629.0,20817,29420,103870,101634,85440.0,11515,53140,5875,6305,10556,4785,10930,5990,11815.0,10834.0,5675,56745,8505,4295,12635.0,7835
2022-10-20,19436,15844,3571,10323,6001,5517,2556,7373,10376,7438,10460.0,10541.0,20705,28480,103885,101431,85120.0,11555,53175,5940,6225,10502,4630,10845,5980,11800.0,10501.0,5805,56925,8510,4355,12770.0,7950
2022-10-21,19765,15688,3482,10261,5941,5462,2467,7163,10271,7316,10455.0,10496.0,20632,29570,103885,99478,84305.0,11560,53475,5930,6220,10527,4685,10780,6060,11500.0,10401.0,5820,58005,8535,4400,12755.0,7960
2022-10-24,20155,15390,3472,10200,5981,5572,2536,7295,10295,7350,10559.0,10541.0,20724,30645,103870,100931,83950.0,11575,53200,5870,6285,10570,4690,11005,6225,11385.0,10563.0,5635,57250,8700,4270,12860.0,7820
2022-10-25,20110,15483,3412,10149,5921,5597,2511,7173,10266,7282,10564.0,10580.0,20695,31115,103870,101703,83000.0,11585,53085,5865,6285,10612,4660,10980,6120,11435.0,10486.0,5635,56760,8880,4210,13005.0,7785
2022-10-26,20275,15341,3377,10088,5872,5517,2471,7109,10295,7219,10633.0,10590.0,20695,31795,103870,102855,84090.0,11635,53050,5815,6330,10666,4660,11055,6150,11940.0,10848.0,5660,56160,8830,4190,13010.0,7775
2022-10-27,21288,15610,3452,10346,5961,5657,2566,7343,10465,7355,10835.0,10756.0,21178,33090,103890,102598,84350.0,11690,52895,5715,6385,10743,4505,11065,6325,12100.0,11025.0,5530,56285,8805,4160,12780.0,7740
2022-10-28,21393,16079,3457,10426,5951,5577,2571,7221,10556,7404,10672.0,10722.0,21428,30960,103880,103424,85665.0,11715,52835,5795,6385,10706,4500,11030,6225,12060.0,10844.0,5615,55755,9005,4245,12905.0,7755
2022-10-31,21553,16030,3392,10384,5916,5577,2536,7246,10556,7384,10810.0,10791.0,21413,32160,103890,102751,85455.0,11710,52935,5710,6390,10788,4540,10905,6100,11830.0,11205.0,5530,56220,9235,4125,12815.0,7840
2022-11-01,22202,16025,3457,10426,5991,5567,2645,7334,10551,7452,11057.0,11006.0,21604,33150,103885,103473,85360.0,11660,52945,5620,6450,10823,4505,10915,6235,11725.0,11210.0,5520,55745,9000,4110,12715.0,7840
2022-11-02,21708,16123,3447,10459,6046,5572,2620,7363,10584,7457,11017.0,11006.0,21550,32650,103885,103562,86140.0,11750,52865,5630,6425,10845,4425,10970,6285,11635.0,11205.0,5570,55755,8685,4145,12520.0,7795
2022-11-03,22302,15834,3412,10417,5931,5457,2709,7299,10546,7438,11037.0,10992.0,21467,32555,103890,103186,85930.0,11720,52965,5675,6425,10818,4415,10855,6200,11625.0,10921.0,5645,55980,8790,4265,12725.0,7880
2022-11-04,22042,15932,3551,10449,6061,5407,2714,7246,10627,7472,11037.0,11026.0,21619,33000,103890,103429,85095.0,11585,52865,5615,6405,10850,4380,10930,6300,11665.0,10887.0,5650,55850,8455,4300,12425.0,7835
2022-11-07,22132,16318,3566,10557,6046,5507,2764,7538,10679,7603,11195.0,11139.0,21653,33865,103915,102756,84150.0,11680,52955,5555,6425,10884,4315,11105,6515,11750.0,10992.0,5590,56215,8505,4260,12260.0,7720
2022-11-08,22032,16206,3641,10576,6170,5707,2759,7514,10679,7672,11362.0,11296.0,21565,34600,103910,103018,82540.0,11590,52935,5475,6425,10894,4315,11090,6450,11615.0,11045.0,5445,56120,8730,4210,12245.0,7695
2022-11-09,22277,16309,3616,10666,6145,5662,2798,7714,10746,7784,11476.0,11350.0,21702,35560,103910,103562,81005.0,11590,52820,5420,6435,10899,4440,11350,6600,11405.0,11064.0,5460,55755,8895,4190,12185.0,7580
2022-11-10,22172,16191,3611,10619,6165,5697,2803,7655,10722,7745,11387.0,11340.0,21638,34885,103950,104215,82050.0,11625,52750,5480,6425,10899,4575,11350,6645,11485.0,10992.0,5565,55450,8915,4270,12330.0,7560
2022-11-11,22702,16401,3865,10713,6378,5927,2883,7802,10802,7818,11796.0,11634.0,21824,37955,103975,105931,81205.0,11780,52335,5270,6635,11175,4445,11675,6920,11645.0,11861.0,5235,54510,8845,4010,11840.0,7350
2022-11-14,22976,16773,3840,10783,6448,5902,2932,7987,10893,7910,11757.0,11605.0,21971,37520,104005,105659,81670.0,11785,52410,5310,6635,11153,4440,11690,6950,11925.0,11648.0,5295,54735,8720,4015,11625.0,7365
2022-11-15,22741,16626,3885,10745,6508,6037,2932,8007,10897,7959,11811.0,11600.0,21809,37000,104010,106124,81670.0,11830,52385,5285,6635,11175,4580,11750,6930,11985.0,11447.0,5130,54430,8620,4005,11425.0,7330
2022-11-16,22407,16401,3885,10806,6478,6171,2907,8055,10945,7979,11801.0,11595.0,21785,37000,104030,105827,83270.0,11745,52415,5300,6600,11171,4535,11775,6795,12155.0,11559.0,5155,54625,8655,3995,11470.0,7300
2022-11-17,22022,16147,3840,10708,6473,6141,2828,8011,10874,7857,11599.0,11418.0,21579,35255,104040,106470,85855.0,11750,52385,5370,6600,11095,4605,11710,6715,12150.0,11477.0,5210,54380,8655,4020,11590.0,7355
2022-11-18,21937,16177,3830,10745,6478,6052,2828,8011,10840,7837,11604.0,11418.0,21643,35060,104050,106618,85390.0,11810,52385,5390,6600,11071,4710,11700,6655,12000.0,11330.0,5285,54275,8695,4055,11725.0,7365
2022-11-21,21518,16049,3751,10844,6378,5997,2798,7982,10907,7759,11451.0,11266.0,21594,34210,104065,107004,86730.0,11825,52385,5430,6535,11013,4845,11580,6530,12015.0,11477.0,5405,54050,8730,4040,11825.0,7450
2022-11-22,21009,15825,3646,10825,6284,5917,2808,8089,10907,7789,11372.0,11252.0,21795,33400,104065,106970,86500.0,11765,52450,5470,6545,10974,4825,11545,6485,12050.0,11569.0,5460,54090,8730,4050,11835.0,7410
2022-11-23,21333,15991,3726,10900,6369,6306,2828,8182,10964,7905,11466.0,11340.0,21893,33970,104075,106895,87500.0,11865,52445,5425,6585,11037,4770,11510,6495,12050.0,11625.0,5335,54105,8725,3995,11825.0,7410
2022-11-24,21863,16006,3771,11004,6473,6491,2853,8016,11021,7920,11594.0,11423.0,22000,34860,104100,108166,87560.0,11900,52225,5380,6620,11138,4965,11625,6590,11940.0,11644.0,5235,53465,8870,3970,11695.0,7410
2022-11-25,22192,15922,3746,11037,6428,6456,2823,8202,11097,7969,11579.0,11423.0,21961,34585,104150,108260,87820.0,11915,52180,5400,6625,11105,4930,11640,6580,11805.0,11644.0,5310,53420,8925,3965,11595.0,7335
2022-11-28,21972,15903,3681,10919,6344,6391,2808,8133,10978,7910,11431.0,11340.0,21824,33875,104180,108374,88860.0,11925,52195,5475,6580,10984,5175,11610,6415,11910.0,11573.0,5425,53400,9065,4005,11885.0,7345
2022-11-29,22017,16089,3855,11079,6547,6531,2823,8172,11093,7983,11530.0,11340.0,22005,34000,104190,107800,87720.0,11855,52240,5415,6625,11092,4910,11615,6570,11795.0,11408.0,5320,53640,8750,4030,11660.0,7410
2022-11-30,22282,16235,3865,11253,6542,6436,2803,8265,11273,8042,11663.0,11624.0,22279,35215,104180,107973,86195.0,11855,52215,5335,6680,11211,4895,11615,6525,11870.0,11592.0,5325,53600,8855,4040,11520.0,7385
2022-12-01,22367,16323,3925,11328,6612,6646,2833,8314,11277,8076,11747.0,11610.0,22260,35355,104215,107785,86230.0,11875,52135,5305,6705,11301,4810,11800,6780,11860.0,11848.0,5225,53610,8655,3915,11175.0,7300
2022-12-02,21972,16162,3930,11182,6642,6641,2759,8138,11150,7993,11495.0,11463.0,21986,34125,104255,108552,87145.0,11985,52130,5425,6705,11087,4740,11930,6825,11785.0,11698.0,5335,53295,8700,3930,11380.0,7205
2022-12-05,21288,15839,4074,11135,6811,6631,2729,8148,11126,8017,11426.0,11384.0,21633,33140,104280,108829,86950.0,11980,52175,5445,6670,11062,4785,11950,6920,11650.0,11708.0,5310,53210,8500,3930,11165.0,7170
2022-12-06,21123,15663,4030,11037,6706,6456,2694,7938,11055,7940,11214.0,11247.0,21609,32650,104285,109220,88560.0,11905,52210,5515,6650,10914,4965,11710,6815,11785.0,11559.0,5415,52990,8315,3995,11380.0,7315
2022-12-07,21173,15668,4084,11013,6756,6531,2684,7992,11045,7944,11180.0,11217.0,21452,32180,104305,109259,89000.0,11825,52235,5540,6530,10855,5165,11720,6790,12065.0,11477.0,5415,52965,8330,4060,11385.0,7280
2022-12-08,20724,15615,4084,11004,6726,6506,2645,7870,11036,7857,11106.0,11159.0,21389,31885,104315,109165,90890.0,11845,52260,5540,6500,10828,5270,11810,6920,12040.0,11418.0,5435,53060,8280,4070,11460.0,7280
2022-12-09,19920,15727,4114,11182,6990,6845,2615,7963,11230,8042,11244.0,11217.0,21374,31500,104315,109338,90195.0,11955,52250,5475,6600,10934,5335,11875,6995,11860.0,11482.0,5380,52880,8270,4030,11165.0,7240
2022-12-12,19865,15619,4064,11225,6925,6945,2571,7826,11234,7998,11195.0,11149.0,21291,31610,104320,109427,88745.0,11970,52250,5515,6590,10909,5360,11820,6860,11890.0,11525.0,5445,52895,8350,4065,11395.0,7305
2022-12-13,19655,15204,4089,11239,6885,6756,2561,7865,11202,8008,11170.0,11129.0,21193,31605,104335,109190,88380.0,11970,52270,5515,6560,10865,5180,11805,6865,11780.0,11636.0,5425,53030,8435,4005,11500.0,7280
2022-12-14,20135,15668,4094,11192,6905,6865,2600,7899,11215,8047,11343.0,11242.0,21486,32620,104335,109927,89040.0,11955,52155,5460,6660,10984,5120,11980,6945,11980.0,11867.0,5315,52780,8440,3965,11355.0,7210
2022-12-15,19805,15541,4030,11112,6806,6671,2561,7841,11174,7998,11190.0,11119.0,21398,31550,104375,109966,89260.0,12055,52180,5550,6575,10870,5010,11850,6895,11905.0,11738.0,5405,52740,8435,4005,11360.0,7230
2022-12-16,19755,15531,4040,11098,6840,6756,2526,7743,11135,7954,11091.0,11119.0,21242,30890,104380,110347,89385.0,11995,52165,5580,6485,10798,5070,11775,6780,11985.0,11578.0,5480,52650,8425,4105,11570.0,7305
2022-12-19,19506,15243,4094,11117,6880,6875,2531,7704,11169,7954,11076.0,11085.0,21149,30805,104385,110080,88180.0,11945,52200,5580,6530,10818,5115,11845,6760,11760.0,11290.0,5485,52740,8580,4150,11565.0,7290
2022-12-20,19376,15175,4030,11145,6781,6641,2526,7670,11140,7891,10948.0,11075.0,21124,29805,104385,108265,85130.0,11895,52415,5630,6465,10728,5070,11835,6680,11545.0,10986.0,5595,53655,8735,4230,11695.0,7250
2022-12-21,19181,15082,4079,11187,6950,6791,2516,7724,11253,7969,10894.0,11016.0,21232,29485,104385,108562,84670.0,11910,52385,5645,6455,10714,5025,12000,6845,11560.0,11089.0,5560,53575,8780,4170,11525.0,7185
2022-12-22,19361,15365,4164,11215,7074,6900,2531,7802,11306,8071,11027.0,11105.0,21535,30300,104390,109264,84715.0,11950,52295,5575,6555,10813,4890,12010,6850,11550.0,11257.0,5410,53255,8810,4115,11485.0,7190
2022-12-23,18662,15199,4154,11211,6970,6741,2457,7694,11292,7993,10835.0,10962.0,21247,29500,104420,108681,84480.0,11940,52365,5670,6395,10665,4925,11850,6770,11505.0,11172.0,5625,53500,8850,4180,11565.0,7285
2022-12-26,18786,15336,4119,11192,6955,6736,2491,7714,11287,8017,10850.0,10977.0,21364,29210,104420,108008,83820.0,11935,52445,5675,6400,10675,4880,11885,6770,11390.0,11286.0,5535,53885,8790,4160,11560.0,7200
2022-12-27,18811,15356,4229,11201,7129,6701,2501,7748,11292,8091,10894.0,11011.0,21467,29430,104420,108280,83290.0,11880,52445,5630,6465,10724,4790,11925,6865,11400.0,11286.0,5455,53815,8680,4135,11540.0,7225
2022-12-28,18057,15292,4319,11135,7203,6676,2526,7875,11349,8144,10786.0,10997.0,21638,28665,104475,107535,82395.0,11880,52490,5695,6365,10626,4835,11950,6910,11410.0,11262.0,5605,54155,8790,4175,11540.0,7210
2022-12-29,17997,14906,4229,10896,7089,6701,2476,7612,11174,7944,10593.0,10771.0,21320,27425,104485,107335,81540.0,11870,52585,5800,6155,10455,4895,11935,6875,11385.0,11094.0,5710,54400,8770,4225,11605.0,7190
2023-01-02,18457,15180,4109,10619,6955,6661,2467,7436,10912,7798,10529.0,10673.0,21007,27645,104510,106675,81870.0,11845,52700,5835,6110,10380,4820,12220,6895,11470.0,11215.0,5770,54785,8735,4190,11560.0,7200
2023-01-03,18272,15312,4169,10651,6970,6791,2442,7387,10902,7735,10529.0,10653.0,20855,27760,104510,107995,81945.0,11860,52535,5840,6090,10370,4775,12160,6925,11565.0,11291.0,5740,54105,8615,4160,11390.0,7100
2023-01-04,18312,15321,4139,10788,6836,6686,2501,7407,11002,7715,10771.0,10796.0,20620,29715,104555,108560,83330.0,11850,52385,5715,6335,10591,5005,12200,6810,11615.0,11286.0,5710,53740,8605,4185,11410.0,7090
2023-01-05,17937,15302,4224,11041,6915,6671,2516,7460,11145,7828,10835.0,10805.0,20512,29710,104605,108895,83400.0,11915,52455,5670,6345,10665,5150,12230,6725,11750.0,11488.0,5770,53650,8450,4155,11200.0,7075
2023-01-06,18237,15590,4204,11248,6875,6601,2620,7621,11234,7891,10968.0,10933.0,20566,30400,104625,108930,83790.0,11975,52575,5620,6530,10754,5145,12125,6900,11525.0,11190.0,5650,53650,8395,4185,11165.0,7095
2023-01-09,18682,15947,4269,11281,7044,6716,2640,7831,11368,8071,11293.0,11198.0,21080,32040,104650,109635,83670.0,12085,52300,5465,6810,11055,5100,12390,7095,11525.0,11530.0,5550,53295,8395,4090,10975.0,6975
2023-01-10,18657,15922,4194,11347,6950,6631,2675,7860,11373,8052,11328.0,11217.0,21026,32460,104645,109910,83820.0,12100,52300,5465,6795,11098,5120,12350,7175,11495.0,11419.0,5660,53140,8360,4105,10955.0,6935
2023-01-11,19086,15981,4264,11272,7054,6806,2650,7924,11311,8105,11387.0,11281.0,21144,32720,104660,110255,83700.0,12085,52205,5440,6865,11128,5125,12420,7335,11545.0,11478.0,5525,53025,8340,4080,10895.0,6965
2023-01-12,19311,15981,4184,11328,6985,6801,2635,7924,11301,8105,11436.0,11281.0,21374,32510,104705,110345,84185.0,12140,52190,5435,6880,11136,4925,12420,7420,11425.0,11821.0,5490,52980,8325,4025,11015.0,6970
2023-01-13,19281,16191,4239,11497,7019,6776,2665,8124,11463,8154,11515.0,11369.0,21599,32690,104700,111315,84720.0,12200,52030,5390,7000,11213,4890,12485,7470,11490.0,12012.0,5515,52475,8280,4025,10840.0,6935
2023-01-16,19351,16089,4353,11723,7124,6850,2670,8211,11525,8232,11584.0,11472.0,21550,33090,104720,110725,84810.0,12190,52055,5350,7060,11278,4830,12635,7450,11525.0,11953.0,5490,52750,8130,3990,10765.0,6850
2023-01-17,19031,16030,4353,11727,7059,6776,2665,8138,11530,8178,11486.0,11360.0,21486,32705,104715,110160,84935.0,12185,52180,5395,7010,11243,4800,12585,7375,11560.0,11830.0,5595,53095,8180,4010,10920.0,6865
2023-01-18,18906,15947,4463,11662,7158,6915,2625,8041,11525,8164,11387.0,11281.0,21149,32415,104725,111190,84930.0,12095,52110,5430,7005,11183,4705,12530,7615,11670.0,11943.0,5560,52615,8215,4005,10910.0,6885
2023-01-19,18627,15839,4473,11756,7253,7040,2595,8075,11615,8242,11441.0,11335.0,21247,32505,104780,112285,85910.0,12230,51970,5400,7020,11218,4865,12570,7530,11585.0,11745.0,5555,52080,8220,4085,10930.0,6885
2023-01-20,18941,15874,4508,11859,7298,7105,2680,8211,11686,8198,11520.0,11399.0,21325,33095,104825,111560,85700.0,12170,52015,5365,7060,11278,4725,12700,7630,11650.0,11754.0,5535,52350,8145,4095,10820.0,6815
2023-01-25,19471,16098,4473,11906,7298,7075,2655,8133,11700,8242,11717.0,11571.0,21300,34940,104825,112040,85370.0,12180,52015,5285,7175,11446,4760,12710,7620,11850.0,11924.0,5420,52215,8035,4000,10685.0,6810
2023-01-26,20519,16807,4453,11948,7263,7090,2734,8309,11695,8281,11924.0,11683.0,21486,35670,104850,111935,85025.0,12100,51960,5210,7175,11554,4760,12825,7635,11985.0,11987.0,5330,52235,7955,3965,10635.0,6760
2023-01-27,20619,16616,4438,12019,7332,7145,2764,8338,11790,8524,12028.0,11801.0,21741,36505,104860,111535,84395.0,12200,52035,5170,7190,11609,4710,12670,7645,12100.0,12051.0,5330,52475,7905,3955,10560.0,6835
2023-01-30,20624,16352,4433,11774,7253,7150,2754,8182,11620,8271,11831.0,11914.0,21486,35605,104880,111995,84485.0,12195,52090,5250,7190,11515,4830,12700,7520,12090.0,12129.0,5395,52250,8085,3950,10660.0,6800
2023-01-31,20629,16235,4438,11666,7327,7235,2823,8104,11544,8290,11693.0,11556.0,21604,34450,104895,111220,84505.0,12170,52050,5340,7135,11392,4940,12595,7455,12105.0,12042.0,5380,52635,8210,3985,10865.0,6860
2023-02-01,21328,16524,4438,11662,7278,7340,2823,8172,11553,8315,11801.0,11624.0,21359,35420,104910,112020,84510.0,12135,52050,5280,7165,11470,4840,12680,7550,12255.0,12264.0,5265,52280,8145,3930,10850.0,6845
2023-02-02,21743,16504,4413,11539,7347,7385,2793,8138,11458,8315,12008.0,11698.0,21252,36910,104940,112300,84250.0,12215,51970,5225,7190,11579,4970,12840,7495,12290.0,12416.0,5145,52175,8170,3870,10675.0,6750
2023-02-03,21673,16890,4378,11568,7342,7550,2803,8070,11468,8363,12003.0,11732.0,21330,36585,104965,112985,86230.0,12220,51845,5205,7200,11614,5035,12600,7380,12350.0,12561.0,5130,51890,8175,3850,10815.0,6870
2023-02-06,21673,16690,4438,11455,7302,7445,2764,8041,11444,8358,11831.0,11600.0,21227,35390,104975,111690,86610.0,12195,52100,5320,7215,11441,5190,12350,7265,12230.0,12338.0,5185,52520,8240,3885,10990.0,6975
2023-02-07,21992,16680,4438,11422,7307,7505,2754,7968,11411,8300,11845.0,11605.0,20982,35595,104980,111560,86500.0,12200,52190,5295,7215,11510,5075,12315,7230,12155.0,12324.0,5065,52580,8125,3890,10950.0,7000
2023-02-08,21992,16983,4408,11638,7312,7724,2774,8002,11553,8358,12023.0,11742.0,21335,37920,104990,111360,86130.0,12105,52205,5210,7230,11642,4930,12340,7325,12300.0,12299.0,5020,52715,8140,3840,11090.0,6995
